cod_centro;tipo;cod_estado;cod_municipio;cod_parroquia;nombre_centro;direccion_centro;centro_nuevo
28071;1;11;2;3;ESCUELA TECNICA COMERCIAL DOCTOR AMBROSIO PERERA;URBANIZACIÓN: FUNDALARA AVENIDA CAPANAPARO. FRENTE AVENIDA CAPANAPARO. DERECHA AVENIDA FINAL CARRETERA CENTROOCCIDENTAL. REFERENCIA DIAGONAL A LA ESCUELA BOLIVARIANA ESPECIAL INSTITUTO CENTRO OCCIDENTAL DE AUDICIÓN Y LENGUAJE;110203001
28073;4;11;2;3;UNIDAD EDUCATIVA COLEGIO LISANDRO ALVARADO;URBANIZACIÓN LOS CARDONES AVENIDA FRANCIA ENTRE CALLES 1 Y 6 DE LOS CARDONES FRENTE AVENIDA FRANCIA. DERECHA CALLE 1. IZQUIERDA CALLE 6 AL LADO DE LA COMISARIA CASA;110203016
28074;1;11;2;3;UNIDAD EDUCATIVA LUIS SANABRIA SANCHEZ;BARRIO: AVENIDA PRINCIPAL NEGRO PRIMERO CON AVENIDA SIMON BOLIVAR BARRIO TIERRA NEGRA. FRENTE AVENIDA NEGRO PRIMERO. IZQUIERDA AVENIDA SIMON BOLIVAR. DERECHA AVENIDA ALI PRIMERA. REFERENCIA AL LADO DE LA OPTICA DE BARRIO ADENTRO;110203017
28075;1;11;2;3;UNIDAD EDUCATIVA COLEGIO SAN VICENTE DE PAUL;URBANIZACIÓN: EL PARQUE. FRENTE AVENIDA LARA. REFERENCIA AVENIDA LARA FRENTE AL CENTRO COMERCIAL CHURUM MERU;110203018
28076;1;11;2;3;CENTRO DE EDUCACION INICIAL JOSE GREGORIO BASTIDAS;BARRIO: ENTRADA TROCHAS DE TIERRA NEGRA CALLE BOLIVAR CON AVENIDA LA PASTORA. FRENTE CALLE BOLIVAR. IZQUIERDA AVENIDA LA PASTORA. DERECHA CALLE PRINCIPAL DE JOSE GREGORIO BASTIDAS. REFERENCIA A 100 METROS DE LA COMISARIA DE TIERRA NEGRA;110203019
28077;1;11;2;3;UNIDAD EDUCATIVA ESPECIAL BOLIVARIANA DE AUDICION Y LENGUAJE ICOAL (INSTITUTO CENTRO-OCCIDENTAL DE AUDICION Y LENGUAJE);URBANIZACIÓN AVENIDA CARACAS CON AVENIDA LOS LEONES Y CALLE TUMEREMO URBANIZACION FUNDALARA IZQUIERDA AVENIDA LOS LEONES. FRENTE AVENIDA CARACAS. DERECHA CALLE TUMEREMO DETRAS DEL HOTEL LOS LEONES CASA;110203020
28078;1;11;2;3;FUNDACION CONSERVATORIO VICENTE EMILIO SOJO;URBANIZACIÓN: SANTA ELENA. FRENTE AVENIDA MADRID. IZQUIERDA CALLE CAPANAPARO. REFERENCIA A 100 METROS DE LA PANADERIA LA ORQUIDEA;110203021
28079;1;11;2;3;TALLER BOLIVARIANO DE EDUCACION ESPECIAL NUEVA SEGOVIA;URBANIZACIÓN TERCERA ETAPA DEL UJANO FRENTE CALLE 17. DERECHA CARRERA 8. IZQUIERDA CARRERA 9 AL LADO DEL COLEGIO DE PROFESORES CASA;110203022
28776;1;11;2;4;CENTRO DE EDUCACION INICIAL JOSE FELIX RIBAS;URBANIZACIÓN: LOS CREPUSCULOS. FRENTE VEREDA 15. IZQUIERDA CALLE 10. REFERENCIA 50 METROS DE LA PANADERIA;110204044
28082;1;11;2;3;UNIDAD EDUCATIVA COLEGIO RIO CLARO;SECTOR: ESTE DE LA CIUDAD AVENIDA HERMAN GARMENDIA. FRENTE AVENIDA HERMAN GARMENDIA. IZQUIERDA PROLONGACIÓN VIA EL UJANO. DERECHA AVENIDA CIRCUNVALACION NORTE. REFERENCIA FRENTE A LA URBANIZACION RIO LAMA;110203023
28083;1;11;2;3;UNIDAD EDUCATIVA ESTADAL MONSEÑOR CRISPULO BENITEZ FONTURVEL;SECTOR: LOMAS VERDE CALLE 5 ENTRE CARRERAS 1 Y 2. FRENTE CALLE 5. IZQUIERDA CARRERA 2. DERECHA CARRERA 1. REFERENCIA A 300 METROS DE LA ESTACION DE SERVICIO LOMAS VERDE;110203024
28650;1;11;2;3;UNIDAD EDUCATIVA MARIA LEDEZMA;SECTOR: CARRERA 3 ENTRE CALLES 7 Y 8 PRIMERA ETAPA DEL UJANO. FRENTE CARRERA 3. IZQUIERDA CALLE 7. DERECHA CALLE 8. REFERENCIA A 150 METROS DEL HOSPITAL MILITAR;110203002
28651;1;11;2;3;UNIDAD EDUCATIVA NACIONAL EL UJANO;SECTOR EL UJANO, CALLE 17 FRENTE AVENIDA PRINCIPAL EL UJANO TERCERA ETAPA EL UJANO BARQUISIMETO EDIFICIO;110203003
28652;1;11;2;3;COLEGIO PRIVADO LAS FUENTES;SECTOR: AVENIDA HERMAN GARMENDIA CON CALLE COLISEO GALLISTICO. FRENTE AVENIDA COLISEO GALLISTICO. IZQUIERDA AVENIDA HERMAN GARMENDIA. DERECHA CALLE VIA PLAZA CARIBE. REFERENCIA AL LADO DE LA OFICINA DEL SERVICIO ADMINISTRATIVO DE IDENTIFICACIÓN, MIGRACIÓN;110203004
28660;1;11;2;3;COLEGIO PABLO VI;URBANIZACIÓN: FUNDALARA. FRENTE AVENIDA CAPANAPARO. DERECHA AVENIDA FINAL CARRETERA CENTROOCCIDENTAL. REFERENCIA A 100 METROS DEL CAMPO DE FUTBOL FUNDALARA;110203005
28670;1;11;2;3;COMEDOR ESCOLAR ANTONIO RAMIREZ;SECTOR: SANTA ROSA. FRENTE CALLE BARQUISIMETO. IZQUIERDA CALLEJÓN SIMON RAMIREZ. REFERENCIA FRENTE PLAZA BOLIVAR DE SANTA ROSA BARQUISIMETO;110203006
28671;1;11;2;3;GRUPO ESCOLAR NACIONAL JUAREZ;SECTOR: SANTA ROSA. FRENTE CALLEJÓN LA PASTORA. DERECHA CALLE BARQUISIMETO. REFERENCIA CALLEJON SIN NUMERO A 100 METROS DE LA IGLESIA SANTA ROSA;110203007
28710;5;11;2;3;ESCUELA BOLIVARIANA SANTA ISABEL;BARRIO: AVENIDA JACINTO LARA CON AVENIDA PRINCIPAL DEL CERCADO BARRIO EL CERCADO. FRENTE AVENIDA JACINTO LARA. IZQUIERDA AVENIDA PRINCIPAL DEL CERCADO. DERECHA AVENIDA FINAL AVENIDA JACINTO LARA. REFERENCIA AL LADO DEL LICEO BOLIVARIANO JORGE RODRIGUEZ;110203008
28711;1;11;2;3;UNIDAD EDUCATIVA COLEGIO ANDRES BELLO;URBANIZACIÓN: SANTA ROSA. FRENTE CALLE 2A. REFERENCIA FRENTE AL CAMPO DE BEISBOL DE LA LAGUNITA;110203009
28712;1;11;2;3;UNIDAD EDUCATIVA ESTADAL CHIRGUA;BARRIO: CHIRGUA 2 AVENIDA ANDRES BELLO CON AVENIDA VARGAS Y AVENIDA PABLO CANELA. FRENTE AVENIDA ANDRES BELLO. IZQUIERDA AVENIDA VARGAS. DERECHA AVENIDA PABLO CANELA. REFERENCIA AL LADO DEL ESTADIO DE SOFTBOL;110203010
28713;1;11;2;3;CENTRO DE EDUCACION INICIAL DRA CLEMENTE BUSTAMANTE;SECTOR: EL UJANO. FRENTE CALLE 12. IZQUIERDA CARRERA 9. DERECHA CARRERA 8. REFERENCIA FRENTE AL CAMPO DE BEISBOL DEL UJANO;110203011
28720;1;11;2;3;ESCUELA BOLIVARIANA CHOROBOBO;CASERÍO CHOROBOBO FRENTE CARRETERA VIEJA A YARITAGUA CASERIO CHOROBOBO CASA;110203012
28730;1;11;2;3;ESCUELA BOLIVARIANA YACURAL;SECTOR: YACURAL. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLE 1. REFERENCIA FRENTE A LA BODEGA YACURAL;110203013
28740;1;11;2;3;ESCUELA NACIONAL GRADUADA VERAGACHA;SECTOR: VERAGACHA. FRENTE CALLE EL MATADERO. REFERENCIA CASERIO VERAGACHA;110203014
28741;5;11;2;3;CENTRO EDUCACION INICIAL DOÑA MENCA DE LEONI;SECTOR EL UJANO CARRERA 8 CON CALLES 12 Y 13 DERECHA CALLE 13. IZQUIERDA CALLE 12. FRENTE CARRERA 8 AL LADO DEL AMBULATORIO DEL UJANO CASA;110203015
28742;1;11;2;3;COMPLEJO COMUNITARIO CHIRGUA 4;SECTOR: CHIRGUA 4. FRENTE CALLE  FEDERMAN. DERECHA AVENIDA CARMELA DE GOMEZ. REFERENCIA AL FRENTE DE LA CANCHA DEPORTIVA DE CHIRGUA 4;110203025
28743;1;11;2;3;CENTRO DE EDUCACION INICIAL LOMAS VERDES;SECTOR: LOMAS VERDES. FRENTE CALLE 1. IZQUIERDA CARRERA 2. DERECHA CARRERA 1. REFERENCIA AL LADO DE LA COMISARIA;110203026
28744;1;11;2;3;CANCHA TECHADA EL UJANO;BARRIO EL UJANO FRENTE CALLE 14. DERECHA CARRERA 9 FRENTE AL CAMPO DEPORTIVO GALPÓN;110203027
28760;1;11;2;4;UNIDAD EDUCATIVA CORONEL GENARO VASQUEZ;BARRIO: SAN JACINTO. FRENTE CALLE 5. IZQUIERDA CARRERA 5. DERECHA CALLE 4. REFERENCIA DETRAS DE LA IGLESIA DE SAN JACINTO;110204001
28761;1;11;2;4;ESCUELA GRADUADA GABRIELA MISTRAL;SECTOR: LA CANADA. FRENTE AVENIDA PRINCIPAL. DERECHA CALLE CALLE 2. REFERENCIA A 200 METROS DE LA CARRETERA INTERCOMUNAL VIA DUACA;110204002
98085;4;98;24;1;BASE CIENTIFICA NAVAL SIMON BOLIVAR  ISLA DE AVES;BASE CIENTIFICA NAVAL SIMON BOLIVAR  ISLA DE AVES;982401001
28762;1;11;2;4;ESCUELA BASICA NACIONAL NUEVO BARRIO;BARRIO: NUEVO BARRIO. FRENTE CARRERA 15. IZQUIERDA CALLE 16. DERECHA CALLE 17. REFERENCIA A 50 METROS DEL PUENTE DE LA PENA;110204035
28763;1;11;2;4;PROFESOR TULIO FEBRES CORDERO;BARRIO: JACINTO LARA. FRENTE CARRERA 1. IZQUIERDA CALLE 4. DERECHA CALLE 10. REFERENCIA FRENTE AL CONSULTORIO POPULAR DE BARRIO ADENTRO;110204036
28764;1;11;2;4;ESCUELA BOLIVARIANA LAS VERITAS;SECTOR: LAS VERITAS. FRENTE CALLE PRINCIPAL LAS VERITAS. IZQUIERDA CALLE CALLE 2 LAS VERITAS. DERECHA CALLE ALTO DE JALISCO. REFERENCIA FRENTE A LA ESCUELA ARTESANAL DE LAS VERITAS;110204037
28765;1;11;2;4;CENTRO DE EDUCACION INICIAL MARIA TERESA DEL TORO;BARRIO: EL CARMEN. FRENTE AVENIDA PRINCIPAL . IZQUIERDA CALLE 2 B . DERECHA CALLE PRINCIPAL. REFERENCIA AL LADO DEL MODULO DE SERVICIO DEL CARMEN;110204038
28766;1;11;2;4;UNIDAD EDUCATIVA ANTONIO ARRAIZ;BARRIO: UNION. FRENTE CARRERA 4. IZQUIERDA CALLE 15. DERECHA CALLE 16. REFERENCIA A 50 METROS DE LA IGLESIA;110204039
28767;1;11;2;4;CASA COMUNAL MANUEL PRADO;BARRIO: SAN JACINTO. FRENTE CARRERA 3. IZQUIERDA CARRERA . DERECHA CALLE 2. REFERENCIA DIAGONAL A LA PANADERIA PAN DE AZUCAR;110204040
28768;1;11;2;4;CENTRO DE EDUCACION INICIAL BOLIVARIANO JACINTO LARA I;URBANIZACIÓN: ELIGIO MACIA MUJICA. FRENTE CALLE 3. REFERENCIA A 30 METROS DE LA CASA COMUNAL;110204041
28769;1;11;2;4;UNIDAD EDUCATIVA COLINAS SAN LORENZO II;BARRIO: COLINAS DE SAN LORENZO 2. FRENTE CALLEJÓN SIN SALIDA MANZANA A 2. REFERENCIA A 100 METROS DE LA CASA DE ALIMENTACION;110204042
28770;5;11;2;4;UNIDAD EDUCATIVA LOLA ALAMO;BARRIO: SAN JACINTO. FRENTE CALLE CALLE 1 B. IZQUIERDA CALLE 1. DERECHA CALLE CARRERA 3 B. REFERENCIA A 100 METROS DE LA CARRETERA INTERCOMUNAL  VIA DUACA;110204003
28771;5;11;2;4;ESCUELA BASICA GRAN MARISCAL DE AYACUCHO;URBANIZACIÓN: ELIGIO MACIA MUJICA. FRENTE AVENIDA PRINCIPAL. DERECHA CALLE 3. REFERENCIA FRENTE AL CENTRO DE EDUCACION INICIAL;110204004
28772;1;11;2;4;UNIDAD EDUCATIVA ANDRES ELOY BLANCO;BARRIO: EL TROMPILLO. FRENTE CALLE FEDERACION. DERECHA CALLE MIRADOR. REFERENCIA A 50 METROS DE LA BODEGA;110204005
28773;5;11;2;4;CENTRO DE EDUCACION INICIAL DON GERMAN PRADO GOMEZ;BARRIO: SAN LORENZO VIEJO. FRENTE CALLE 4. DERECHA CARRERA 3 . REFERENCIA AL LADO DE LA IGLESIA CATOLICA ESPEJO DE JUSTICIA;110204006
28774;1;11;2;4;UNIDAD EDUCATIVA DOCTOR CECILIO ACOSTA;BARRIO: SAN LORENZO 1. FRENTE CALLE ESTRELLA DEL NORTE. IZQUIERDA AVENIDA PRINCIPAL. REFERENCIA A 300 METROS DE LA ANTIGUA PARADA DE LA RUTA 3;110204007
28775;1;11;2;4;UNIDAD EDUCATIVA CRISTOBAL MENDOZA;SECTOR: LA PENA. FRENTE CALLE AMAZONAS. DERECHA CALLE 4. REFERENCIA A 100 METROS DE LA IGLESIA PEÑA DE HOREB;110204043
28780;1;11;2;4;GRUPO ESCOLAR CECILIO ZUBILLAGA PERERA;SECTOR GIL FORTOUL FRENTE AVENIDA LIBERTADOR. IZQUIERDA CARRETERA VIA DUACA DIAGONAL A LA BOMBA DE GASOLINA PATA E PALO CASA;110204008
28781;5;11;2;4;CENTRO DE EDUCACIÓN INCIAL MOISES Y LUISA ZISMAN;URBANIZACIÓN GIL FORTOUL FRENTE CALLE 2. DERECHA VEREDA BLOQUE 10. IZQUIERDA VEREDA BLOQUE 9 A 50 METROS DEL SUBCOMISARIA JOSE GIL FORTOUL CASA;110204009
28790;1;11;2;4;ESCUELA BASICA PEDRO RAFAEL CHACON;BARRIO: SAN JOSE CARRERA 7 Y 8 CON CALLE CRUZ NORTE. FRENTE CALLE URBANIZACION VENCEMOS. IZQUIERDA CALLE 7. DERECHA CALLE 8. REFERENCIA DETRAS DEL PARQUE JUAN CUCHARA;110204010
28791;5;11;2;4;CENTRO DE EDUCACION INICIAL SAN JOSE;BARRIO: SAN JOSE. FRENTE CARRERA 6. IZQUIERDA CALLE 9. DERECHA CALLE 7. REFERENCIA DIAGONAL A LA PANADERIA MARILU;110204011
28800;1;11;2;4;ESUELA BOLIVARIANA CIUDAD DE MATURIN;BARRIO: SAN JOSE CARRERA 6 ENTRE 7 Y 9. FRENTE CALLE 7. IZQUIERDA CARRERA 6. DERECHA CALLE 9. REFERENCIA A 20 METROS DE LA PANADERIA ALIMARI;110204012
28802;1;11;2;4;INSTITUTO POPULAR MARIA MAZZARELLO;BARRIO: SAN JOSE. FRENTE CARRERA 8. IZQUIERDA CALLE 7. DERECHA CALLE 8. REFERENCIA A 100 METROS DE LA CANCHA DE TIERRA DE SAN JOSE;110204013
28803;1;11;2;4;UNIDAD EDUCATIVA NACIONAL ELADIO DEL CASTILLO;BARRIO: SAN JOSE. FRENTE CARRERA 11. IZQUIERDA CALLE 7. DERECHA CALLE 8. REFERENCIA AL FRENTE DE LA BODEGA;110204014
28810;1;11;2;4;UNIDAD EDUCATIVA JOSE LEONARDO CHIRINOS;BARRIO: EL TRIUNFO. FRENTE CARRERA 9. IZQUIERDA CALLE 5. DERECHA CALLE 6. REFERENCIA FRENTE A LA BODEGA;110204015
28820;1;11;2;4;ESC NAC JUAN GUILLERMO IRIBARREN;BARRIO: CERRO GORDO. FRENTE AVENIDA PRINCIPAL VIA CARORITA. IZQUIERDA CALLE 5. DERECHA CALLE 6. REFERENCIA FRENTE A LA PANADERIA;110204016
28830;1;11;2;4;ESCUELA BASICA EZEQUIEL ZAMORA;BARRIO: LOS LUISES. FRENTE CALLEJÓN 10. IZQUIERDA CARRERA 15. DERECHA CARRETERA 16. REFERENCIA FRENTE A LA BODEGA;110204017
28831;5;11;2;4;CENTRO DE EDUCACION INICIAL MICAELA ESCALONA;BARRIO: LOS LUISES. FRENTE CARRERA 11. IZQUIERDA CALLE 15. DERECHA CALLE 16. REFERENCIA A 100 METROS DE LA COMISARIA;110204018
28840;5;11;2;4;UNIDAD EDUCATIVADEPARTAMENTO LIBERTADOR;SECTOR: CIRCULO OBRERO. FRENTE CALLE 19. IZQUIERDA CARRERA 3. DERECHA CARRETERA 5. REFERENCIA A 100 METROS DE LA PANADERIA;110204019
28841;5;11;2;4;CENTRO DE FORMACION INDUSTRIAL (INCE);BARRIO UNION IZQUIERDA CALLE 20. FRENTE CARRERA 1 AL FRENTE DE LA LICORERIA GALPÓN;110204020
28842;5;11;2;4;CENTRO COMUNITARIO DE PROTECCION Y DESARROLLO ESTUDIANTIL;BARRIO: UNION. FRENTE CARRERA 6. IZQUIERDA CALLE 14. DERECHA CALLE 15. REFERENCIA DETRAS DE COORPORACION VENEZOLANA DE ALIMENTOS;110204021
28843;5;11;2;4;CASA COMUNAL LA ANTENA;BARRIO: LA ANTENA. FRENTE CARRERA 5. IZQUIERDA CALLE 2. DERECHA CALLE 1. REFERENCIA EN LA SEDE DE LA RADIO COMUNITARIA LA ANTENA;110204022
28850;5;11;2;4;UNIDAD EDUCATIVA CIUDAD DE VALENCIA;SECTOR: UNION. FRENTE CALLEJÓN 6. IZQUIERDA CALLE 10. DERECHA CALLE 11. REFERENCIA DIAGONAL A LA PANADERIA;110204023
28851;2;11;2;4;CTRO DE ATENCION INTEGRAL DR RAFAEL PEREIRA;CARR 3 CON CLL 21 NO 3-16 BRR UNION BQTO;110204024
28852;1;11;2;4;UNIDAD EDUCATIVA DOMINGO HURTADO;BARRIO: LOS LUISES. FRENTE CARRERA 9. IZQUIERDA CALLE 14. DERECHA CALLE 15. REFERENCIA A 100 METROS DE LA PANADERIA LOS LUISES;110204025
28853;5;11;2;4;ESCUELA NACIONAL BOLIVARIANA MIGUEL ANGEL DELGADO;BARRIO: UNION CARRERA 6 ENTRE CALLES  8 Y 9. FRENTE CARRERA 6. IZQUIERDA CALLE 8. DERECHA CALLE 9. REFERENCIA FRENTE A LA BODEGA DEL SEÑOR JUAN;110204026
28860;1;11;2;4;UNIDAD EDUCATIVA COLEGIO FE Y ALEGRIA JUAN XXIII;SECTOR: LA PASTORA. FRENTE CARRERA 9. IZQUIERDA CALLE 23. REFERENCIA AL LADO DE LA VIA DEL FERROCARRIL;110204027
28880;1;11;2;4;ESCUELA BASICA EL CARMEN;BARRIO: EL CARMEN. FRENTE CARRERA 1. IZQUIERDA CALLE 4. DERECHA CALLE 5. REFERENCIA FRENTE AL ESTADIO DE SOFTBOL;110204028
28881;1;11;2;4;UNIDAD EDUCATIVA NACIONAL LOS CREPUSCULOS;URBANIZACIÓN: LOS CREPUSCULOS. FRENTE AVENIDA 40. IZQUIERDA CALLE 1. REFERENCIA AL FRENTE DEL PREESCOLAR LOS CREPUSCULOS;110204029
28882;1;11;2;4;UNIDAD EDUCATIVA DOCTOR ALBERTO CARNEVALI;BARRIO: EL CARMEN. FRENTE CALLE 2. IZQUIERDA CARRERA 9. DERECHA CARRERA 9A. REFERENCIA AL LADO DE LA IGLESIA NUESTRA SENORA DEL CARMEN;110204030
28883;1;11;2;4;UNIDAD EDUCATIVA DR FORTUNATO ORELLANA;BARRIO: EL CARMEN. FRENTE CALLE 9. IZQUIERDA CARRERA 1. DERECHA CARRERA 2. REFERENCIA FRENTE A LA CAPILLA NUESTRA SENORA DEL CARMEN;110204031
28884;1;11;2;4;CENTRO DE EDUCACION INICIAL LOS CREPUSCULOS;URBANIZACIÓN: LOS CREPUSCULOS SECTOR 2. FRENTE AVENIDA 1. IZQUIERDA VEREDA 40. REFERENCIA AL FRENTE DE LA ESCUELA LOS CREPUSCULOS;110204032
28920;1;11;2;4;ESCUELA ALGARI;CASERÍO: ALGARI. FRENTE CARRETERA VIA BOBARE. IZQUIERDA CAMINO A LA PLAZA. DERECHA SENDERO A ALGARI. REFERENCIA CASERIO ALGARI;110204033
28921;1;11;2;4;UNIDAD EDUCATIVA CARORITA ARRIBA;CASERÍO: CARORITA ARRIBA PUERTACHUELO VIA EL TROMPILLO. FRENTE CALLE JUAN AMARO. IZQUIERDA AVENIDA PRINCIPAL LAS RURALES. DERECHA CALLE FINAL DE LA CALLE JUAN AMARO. REFERENCIA AL LADO DEL PREESCOLAR CARORITA ARRIBA;110204034
28923;1;11;2;4;GIMNASIO DE BOXEO SAN JACINTO II;BARRIO: SAN JACINTO 2. FRENTE TRANSVERSAL TRANSVERSAL  3. IZQUIERDA CALLE 3. DERECHA CALLE 2. REFERENCIA DETRÁS DE LA CANCHA DEPORTIVA SAN JACINTO II;110204046
28924;1;11;2;4;CASA COMUNAL LA CAÑADA SECTOR NICASIO;BARRIO: LA CANADA SECTOR NICASIO. FRENTE CALLE 7. IZQUIERDA CALLE FINAL DE LA CALLE 6. DERECHA CALLE 6. REFERENCIA AL LADO DEL HOGAR DE CUIDADO DIARIO MI ESPERANZA;110204047
28925;1;11;2;4;CASA COMUNAL CRUZ BAJA;BARRIO: LA CRUZ PRINCIPAL CON VEREDA 1. FRENTE CALLE PRINCIPAL. IZQUIERDA VEREDA 1. REFERENCIA AL LADO DEL SENIFA;110204048
28926;1;11;2;4;UNIDAD EDUCATIVA COLEGIO FE Y ALEGRIA MONSEÑOR OSCAR ARNURLFO ROMERO;SECTOR: PARTE ALTA DEL TROMPILLO AVENIDA PRINCIPAL. FRENTE CALLE LA TORRE. REFERENCIA DETRÁS DEL ESTADIO;110204049
28927;1;11;2;4;SIMONCITO COMUNITARIO MIS PAYASITOS;BARRIO: LA VICTORIA. FRENTE CARRERA 1. IZQUIERDA CALLE 3. REFERENCIA A 100 METROS DE LA  IGLESIA EVANGELICA AVIVAMIENTO DE DIOS;110204050
28928;1;11;2;4;BIBLIOTECA GERARDO PEREZ;BARRIO: SANTO LUZARDO. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLE 14. DERECHA CALLE 15. REFERENCIA A 250 METROS DEL CENTRO ASISTENCIAL SANTO LUZARDO;110204051
28929;1;11;2;4;CANCHA DEPORTIVA BARRIO UNION;BARRIO: UNION. FRENTE CALLE 9. IZQUIERDA CARRERA 17. DERECHA CARRERA 18. REFERENCIA FRENTE A LA COMISARIA 22;110204052
28932;1;11;2;4;CASA COMUNAL BARRIO LINDO;BARRIO: LINDO. FRENTE CALLE 7. IZQUIERDA CARRERA 9. DERECHA CARRERA 10. REFERENCIA A 50 METROS DE LA BODEGA;110204053
28933;1;11;2;4;CENTRO DE EDUCACION INICIAL CORAZON DE JESUS;BARRIO: BOLIVAR. FRENTE CALLEJÓN 3 B. IZQUIERDA CALLEJÓN LAS DELICIAS. DERECHA CALLE 4. REFERENCIA AL LADO DE LA CANCHA;110204054
28934;1;11;2;4;ESCUELA BOLIVARIANA PROFESOR RAFAEL CORONADO;SECTOR: EL MAMON. FRENTE CALLE PRINCIPAL. IZQUIERDA CALLE FINAL DE LA CALLE 1. REFERENCIA A 100 METROS DEL PUENTE EL MAMON;110204055
28943;4;11;2;4;HOGAR DE CUIDADO DIARIO RENACER 4 SIMONCITO COMUNITARIO;SECTOR LA VEGA, CARRERA 1 ENTRE CALLES 28 Y 29 DERECHA CALLE 29. IZQUIERDA CALLE 28. FRENTE CARRERA 1 DETRAS DE LA CAPILLA CASA;110204056
28190;5;11;2;5;ESCUELA ESTADAL JOSE A GIRARDOT;SECTOR CUJI-CENTRO DERECHA AVENIDA LA CRUZ. IZQUIERDA AVENIDA LOS MONJES. FRENTE AVENIDA INTERCOMUNAL DEL CUJI A 50 METROS DE LA PASARELA CASA;110205001
28191;5;11;2;5;UNIDAD EDUCATIVA DOCTOR ARGIMIRO BRACAMONTE II;SECTOR: VALLE LINDO. FRENTE CARRERA 5. IZQUIERDA CALLE 1. DERECHA CALLE 2. REFERENCIA DETRAS DE LA BOMBA DE GASOLINA;110205002
28192;1;11;2;5;UNIDAD EDUCATIVA NACIONAL EL CUJI;SECTOR: EL CUJI. FRENTE AVENIDA LOS MONJES. IZQUIERDA CALLE ROMULO BETANCOURT. DERECHA CALLE LOS LONJES. REFERENCIA A 200 METROS DE LA ESCUELA ATANASIO GIRARDOT;110205003
28193;1;11;2;5;UNIDAD EDUCATIVA PRADOS DEL NORTE II;SECTOR: PRADOS DEL NORTE 2. FRENTE AVENIDA PRINCIPAL . IZQUIERDA CALLE 13. DERECHA CALLE 12. REFERENCIA FRENTE A LA URBANIZACION BRISAS DE CARORITA;110205007
28194;1;11;2;5;CENTRO DE EDUCACION INICIAL EL CUJI;SECTOR: LOS NARANJILLOS. FRENTE AVENIDA LOS NARANJILLOS. IZQUIERDA CALLE TIJACA. DERECHA CALLE NEGRA MATEA. REFERENCIA A 100 METROS DE LA ENTRADA;110205008
28890;1;11;2;5;CICLO BASICO CARORITA ABAJO;SECTOR: CARORITA ABAJO. FRENTE AVENIDA PRINCIPAL. IZQUIERDA CALLE CHE GUEVERA. DERECHA CAMINO CASA DE LA CULTURA. REFERENCIA DIAGONAL A LA BODEGA LA RITA;110205004
28900;1;11;2;5;UNIDAD EDUCATIVA LAS VEGAS;CASERÍO: LA VEGA DE LOS GALLONES. FRENTE CARRETERA DE TIERRA . REFERENCIA VIA EL TUNAL CASERIO LAS VEGAS;110205005
28901;1;11;2;5;UNIDAD EDUCATIVA ANDRES BELLO;SECTOR: ANDRES BELLO II. FRENTE CARRERA 5. IZQUIERDA CALLE 3. DERECHA CALLE 4. REFERENCIA A 600 METROS DE LA ENTRADA VIA CARORITA ABAJO;110205006
28902;1;11;2;5;UNIDAD EDUCATIVA EL TURAL;CASERÍO: EL TURAL. FRENTE CARRERA DE TIERRA VIA CARORITA. REFERENCIA A 100 METROS DEL AMBULATORIO RURAL TIPO I;110205009
28903;1;11;2;5;UNIDAD EDUCATIVA BOLIVARIANA LA PLAYA;SECTOR: LA PLAYA. FRENTE CARRERA 4. IZQUIERDA CALLE 3. DERECHA CALLE 4. REFERENCIA DIAGONAL AL ESTADIO;110205010
28904;1;11;2;5;UNIDAD EDUCATIVA EL JAYO;SECTOR: EL JAYO ARRIBA. FRENTE AVENIDA BOLIVAR. IZQUIERDA CALLE RICAUTE. REFERENCIA AL LADO DE LA BODEGA LAS FLORES;110205011
28905;1;11;2;5;UNIDAD EDUCATIVA ESTADAL GRAN MARISCAL DE AYACUCHO;SECTOR: SABANA GRANDE. FRENTE CALLE ROSAL. IZQUIERDA CALLE NARANJILLO. DERECHA CALLE GUAFA. REFERENCIA A 300 METROS DE LA CARNICERIA LA GUANABANA;110205012
28906;1;11;2;5;UNIDAD EDUCATIVA ESTADAL JUAN DE VILLEGAS;SECTOR: LA ESCUELA. REFERENCIA FRENTE A LA CANCHA MULTIPLE;110205013
28907;1;11;2;5;UNIDAD EDUCATIVA ESTADAL  DOMINGO HURTADO;SECTOR: CARORITA ABAJO. IZQUIERDA AVENIDA PRINCIPAL. REFERENCIA FRENTE AL MODULO POLICIAL;110205014
28908;1;11;2;5;ESCUELA BASICA BOLIVARIANA MEDIA JORNADA LOS ROBLES;SECTOR: LOS ROBLES. FRENTE AVENIDA PRINCIPAL ANDRES BELLO. REFERENCIA FRENTE A LA URBANIZACION POLICIAL;110205015
28909;1;11;2;5;ESCUELA NACIONAL EL CARDENAL;SECTOR LA LIBERTAD AVENIDA BOLIVAR FRENTE AVENIDA BOLIVAR FRENTE A LA RESIDENCIA VALLES BOLIVARIANOS CASA;110205016
28911;1;11;2;5;ESCUELA BASICA ESTADAL LA ROSA;SECTOR LA ROSA IZQUIERDA CALLE 2-A. FRENTE CARRERA 1-A A 100 METROS DEL AMBULATORIO BARRIO ADENTRO CASA;110205017
